Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift|
random1743515|6169637b9230052296924cc5|Y18H2Au12O|mp-1080493|Y3Au2|*OH2|H2 O1|-3.204|1|1|1|0.412|
random1355205|6169637c96055b128674f7c1|Sb36H2Ru36O|mp-7565|SbRu|*OH2|H2 O1|-0.093|0|1|2|0.091|
random2300115|6169637e96055b128674f7ee|Cu24H2S48O|mp-1147712|CuS2|*OH2|H2 O1|1.033|2|1|0|0.121|
random2419076|6169638996055b128674f894|Zr30Al6Sn18H2O|mp-510321|Zr5AlSn3|*OH2|H2 O1|-0.683|1|1|1|0.132|
random1607902|6169638b9230052296924d52|Hf48H2Rh80O|mp-17045|Hf3Rh5|*OH2|H2 O1|-1.347|2|0|1|0.087|
random993132|6169638d96055b128674f8f9|Hf72Sn24H2O|mp-1184676|Hf3Sn|*OH2|H2 O1|-2.815|2|1|0|0|
random727853|6169638e96055b128674f905|Hf20H2Se20S20O|mp-1224282|HfSeS|*OH2|H2 O1|-0.054|2|-1|2|0.102|
random2475467|6169638f9230052296924d7f|Co48Mo16H2O|mp-1079042|Co3Mo|*OH2|H2 O1|-0.486|1|0|2|0.250|
random504479|6169639096055b128674f920|Ge36Mo60H2O|mp-17094|Ge3Mo5|*OH2|H2 O1|-0.969|2|0|1|0.032|
random2288139|616963a99230052296924f0a|Hf36H2Pb12O|mp-1184703|Hf3Pb|*OH2|H2 O1|-2.373|2|1|0|0.083|
random724407|616963b896055b128674fb18|Y24Ag48H2O|mp-999544|YAg2|*OH2|H2 O1|-0.205|2|1|1|0.167|
random430000|616963b996055b128674fb29|Hf36Al18Si18H2O|mp-1223834|Hf2AlSi|*OH2|H2 O1|-2.793|1|2|0|0.083|
random714548|616963ba9230052296924f4a|Ga64H2S96O|mp-32616|Ga2S3|*OH2|H2 O1|1.720|2|1|-2|0.042|
random1881655|616963bd96055b128674fb6f|Tc16H2Pt48O|mp-972326|TcPt3|*OH2|H2 O1|-0.631|1|1|0|0.125|
random1286621|616963d296055b128674fc75|Hg40H2Rh20O|mp-11870|Hg2Rh|*OH2|H2 O1|-0.111|2|2|1|0.050|
random885232|616963d3923005229692504c|Ti24Si24H2Ir24O|mp-1103248|TiSiIr|*OH2|H2 O1|-0.737|1|1|1|0.085|
random1435136|616963d996055b128674fd17|Fe32Ni16P16H2O|mp-571370|Fe2NiP|*OH2|H2 O1|-1.303|1|0|0|0.039|
random1261316|616963da96055b128674fd46|Zr24Tc48H2O|mp-1095545|ZrTc2|*OH2|H2 O1|-0.593|2|1|1|0.018|
random1832569|616963db96055b128674fd60|Zr16In48H2O|mp-1078602|ZrIn3|*OH2|H2 O1|-0.021|0|0|1|0.187|
random1383793|616963ef9230052296925180|Ti48H2S72O|mp-1217192|Ti2S3|*OH2|H2 O1|-0.556|2|0|1|0.052|
random1341024|61696409923005229692526e|V12H2W36O|mp-1187702|VW3|*OH2|H2 O1|-1.781|1|1|1|0.042|
random663255|6169653e96055b1286750077|Hf48H2Ru24Rh24O|mp-975897|Hf2RuRh|*OH2|H2 O1|-0.425|2|1|0|0.042|
random1615749|6169654396055b12867500e5|Ni16Bi48H2O|mp-23179|NiBi3|*OH2|H2 O1|-0.033|2|2|1|0.119|
random517358|61696543923005229692530a|Sc16Cd48H2O|mp-30494|ScCd3|*OH2|H2 O1|-0.802|1|1|0|0.125|
random2106392|6169654596055b1286750119|Sr64In64H2O|mp-655461|SrIn|*OH2|H2 O1|-0.472|1|1|2|0.067|
random750146|6169654b923005229692533d|Al48Cu32H2O|mp-10886|Al3Cu2|*OH2|H2 O1|0.044|2|2|1|0.125|
random884254|6169656596055b128675034a|Ni18H2Pt18O|mp-1220052|NiPt|*OH2|H2 O1|-0.092|2|0|-1|0.125|
random2092741|6169656796055b128675036e|Hf24As48H2O|mp-29646|HfAs2|*OH2|H2 O1|-0.143|1|1|0|0.076|
random1495925|6169657696055b12867503cf|Ti40Sn24H2O|mp-20847|Ti5Sn3|*OH2|H2 O1|-3.452|2|1|1|0.120|
random2291611|6169657c96055b128675045f|V12Si12H2Os24O|mp-865506|VSiOs2|*OH2|H2 O1|-1.574|1|1|1|0.042|
random846640|61696587923005229692551a|Nb16Zn32H2N48O|mp-1029422|NbZn2N3|*OH2|H2 O1|-2.283|0|1|1|0.102|
random1406738|6169658c9230052296925565|Fe48H2W24O|mp-20868|Fe2W|*OH2|H2 O1|-0.584|2|1|1|0.060|
random706940|6169659196055b1286750521|Ta24Si12H2O|mp-2783|Ta2Si|*OH2|H2 O1|-0.352|1|1|1|0.029|
random14207|6169659396055b128675054c|Ca8H2Pb24O|mp-20549|CaPb3|*OH2|H2 O1|-0.093|1|1|0|0.125|
random1707539|616965a196055b12867505d8|Ta80Si48H2O|mp-1989|Ta5Si3|*OH2|H2 O1|-0.021|0|0|1|0.200|
random1704006|616965a1923005229692558f|Hf48Ga72H2O|mp-11441|Hf2Ga3|*OH2|H2 O1|-0.751|1|2|1|0.123|
random1386013|616965a596055b1286750629|In16H2Cl16O|mp-571636|InCl|*OH2|H2 O1|0.325|0|1|0|0.135|
random737380|616965a896055b128675066b|Mn40Al40H2O|mp-12067|MnAl|*OH2|H2 O1|-2.354|2|2|1|0.050|
random1973714|616965a996055b1286750682|Na64P32H2Se96O|mp-567228|Na2PSe3|*OH2|H2 O1|-0.613|1|2|1|0.039|
random618370|616965bb9230052296925682|V40H2C20O|mp-20648|V2C|*OH2|H2 O1|-0.848|1|2|2|0.042|
random1915079|616965bb9230052296925685|Si48Ni16P64H2O|mp-8311|Si3NiP4|*OH2|H2 O1|-0.336|1|1|1|0.096|
random584358|616965c292300522969256ac|Y16Cu48H2S48O|mp-1216184|Y(CuS)3|*OH2|H2 O1|-0.715|1|0|1|0.331|
random1037490|616965c392300522969256c1|Sc24Sb8H2O|mp-978546|Sc3Sb|*OH2|H2 O1|-2.959|1|0|0|0.250|
random1260635|616965c392300522969256c4|Zn24H2Pt72O|mp-30856|ZnPt3|*OH2|H2 O1|-0.046|1|1|0|0.125|
random2181290|616965c592300522969256dc|Te48H2Rh27O|mp-1217429|Te16Rh9|*OH2|H2 O1|-0.145|1|2|0|0.090|
random2051939|616965f096055b1286750843|K48Cu32H114O|mp-1147754|K3Cu2H7|*OH2|H2 O1|-1.100|1|1|1|0.066|
random1720961|6169676796055b1286750a04|Ta6Cu18H2S24O|mp-10748|TaCu3S4|*OH2|H2 O1|-0.737|2|1|0|0.046|
random614749|6169677592300522969258f5|Zr30Sb18H2Ru6O|mp-1190262|Zr5Sb3Ru|*OH2|H2 O1|-0.582|1|1|1|0.006|
random1716413|6169677e92300522969259af|Sn128H2Pd32O|mp-2128|Sn4Pd|*OH2|H2 O1|1.233|2|1|0|0.008|
random1830170|6169679196055b1286750b14|Zr16As24H2Se8O|mp-1215455|Zr2As3Se|*OH2|H2 O1|-0.100|1|1|2|0.157|
random448351|616967a89230052296925c5e|Si8Sn8H2Pt40O|mp-1025324|SiSnPt5|*OH2|H2 O1|-0.072|2|0|1|0.074|
random929654|616967ae96055b1286750c1f|Sc16Ni48H2O|mp-1186988|ScNi3|*OH2|H2 O1|-0.177|1|0|2|0.132|
random2121907|616967b09230052296925cbb|Ta40Ga24H2O|mp-30668|Ta5Ga3|*OH2|H2 O1|-1.848|2|-1|2|0.049|
random1663694|616967b296055b1286750c61|Bi48Te24H2Se48O|mp-1227356|Bi2TeSe2|*OH2|H2 O1|-0.964|2|-1|2|0.081|
random680628|616967b39230052296925ce7|Sc6Cr36Ge36H2O|mp-1103749|Sc(CrGe)6|*OH2|H2 O1|-0.062|2|1|1|0.028|
random2420489|616967cb9230052296925e29|Te48H2Ru24O|mp-267|Te2Ru|*OH2|H2 O1|-0.332|1|1|1|0.128|
random848710|6169690d96055b1286750dff|Sn32H2Ir16O|mp-2083|Sn2Ir|*OH2|H2 O1|-0.043|1|0|0|0.125|
random1234252|616969199230052296925fa4|Ni24H2Ru24O|mp-1219922|NiRu|*OH2|H2 O1|-0.284|2|2|1|0.062|
random1194535|6169691e96055b1286750e5f|Al24Fe72H2C24O|mp-22793|AlFe3C|*OH2|H2 O1|-0.111|1|1|0|0.125|
random1364017|6169693a96055b1286750efe|Ta64Co16Ni16H2O|mp-1217989|Ta4CoNi|*OH2|H2 O1|-1.838|1|0|2|0.040|
random1336327|6169693d923005229692603d|Bi64H2Pd64O|mp-569727|BiPd|*OH2|H2 O1|-0.071|2|1|0|0.039|
random881384|6169693f96055b1286750f43|Zn54H2Ir18O|mp-865362|Zn3Ir|*OH2|H2 O1|-0.344|1|0|1|0.375|
random1091914|6169694392300522969260bd|Ge48H2Pt24O|mp-1543|Ge2Pt|*OH2|H2 O1|-0.190|1|1|1|0.352|
random1358710|6169694492300522969260cf|Tc48H2Ru16O|mp-861630|Tc3Ru|*OH2|H2 O1|-0.018|1|0|0|0|
random1996613|6169694496055b1286750f85|Ca12Al24Zn24H2O|mp-30175|Ca(AlZn)2|*OH2|H2 O1|-1.114|2|1|1|0.042|
random2141274|616969479230052296926128|V36H2S48O|mp-850014|V3S4|*OH2|H2 O1|-0.610|1|1|0|0.055|
random1888997|6169694b923005229692616f|Ti60H2Se48O|mp-11765|Ti5Se4|*OH2|H2 O1|-0.081|1|0|1|0.165|
random799768|6169694c923005229692618c|Si16H2S32O|mp-1095294|SiS2|*OH2|H2 O1|-0.013|2|1|-1|0.220|
random1793529|6169695992300522969261cb|In36Te48H2O|mp-541885|In3Te4|*OH2|H2 O1|-0.051|0|0|1|0.111|
random1139835|6169696096055b1286751081|Nb16Ni48H2O|mp-1451|NbNi3|*OH2|H2 O1|-0.115|0|1|0|0.333|
random1489966|6169696296055b1286751099|Ca60In24Sb72H2O|mp-649479|Ca5(InSb3)2|*OH2|H2 O1|-0.508|0|1|2|0.161|
random2200809|6169696f96055b1286751183|Na36H2Ru36N36O|mp-1029313|NaRuN|*OH2|H2 O1|-2.399|2|0|1|0.157|
random2188667|6169697892300522969261e6|Y24H2O|mp-1187739|Y|*OH2|H2 O1|-2.646|1|1|0|0.250|
random1876662|6169697996055b1286751237|Cr48H2S72O|mp-849083|Cr2S3|*OH2|H2 O1|2.505|1|0|2|0.070|
random1884507|616969889230052296926347|Sr16H2S16O|mp-1087|SrS|*OH2|H2 O1|-0.710|1|1|0|0.125|
random1671312|616969899230052296926369|Y32H2Au16O|mp-979911|Y2Au|*OH2|H2 O1|-0.701|0|1|1|0.116|
random1417749|6169699896055b1286751348|Ti36Hg36H2O|mp-1526|TiHg|*OH2|H2 O1|-2.770|1|0|2|0.083|
random1541970|616969999230052296926440|Rb12Ca12H2Cl36O|mp-998197|RbCaCl3|*OH2|H2 O1|-0.192|2|0|1|0.091|
random523855|616969a096055b12867513d7|Ti10Re48H2O|mp-518|Ti5Re24|*OH2|H2 O1|-0.862|1|1|0|0.194|
random1315997|616969b492300522969265cd|Fe40H2S50O|mp-850249|Fe4S5|*OH2|H2 O1|-0.041|2|2|1|0.115|
random440933|616969bd92300522969265fa|Zr24As48H2O|mp-27606|ZrAs2|*OH2|H2 O1|-0.820|1|0|2|0.083|
random1667545|616969c792300522969266b4|In24H2Se36O|mp-1017565|In2Se3|*OH2|H2 O1|-0.410|2|0|1|0.118|
random663399|616969cb92300522969266f8|Te36As24H2O|mp-484|Te3As2|*OH2|H2 O1|-0.046|2|0|1|0|
random689187|616969cb96055b128675147a|Ca40H2Pb10N40O|mp-1246970|Ca4PbN4|*OH2|H2 O1|-0.838|2|-1|-2|0.114|
random466113|616969d296055b12867514dd|In48Sb16Te32H2O|mp-1223976|In3SbTe2|*OH2|H2 O1|-0.181|1|1|2|0.060|
random2408916|616969d59230052296926720|Sr16In64H2O|mp-22466|SrIn4|*OH2|H2 O1|-0.654|2|2|1|0.046|
random436071|616969de92300522969267af|Ga24Ge8H2Pt64O|mp-1224871|Ga3GePt8|*OH2|H2 O1|-0.043|1|1|0|0.376|
random1273161|616969de92300522969267b5|Na24Hg16H2O|mp-17974|Na3Hg2|*OH2|H2 O1|-0.333|1|0|2|0.041|
random571090|616969e092300522969267da|Zn24Sb12H2N36O|mp-1029334|Zn2SbN3|*OH2|H2 O1|-2.523|1|0|2|0.020|
random1432128|616969e596055b12867515d6|K18Sn18H2S36O|mp-7794|KSnS2|*OH2|H2 O1|-0.477|2|1|2|0.024|
random527985|616969e996055b1286751614|Cr32H2Se48O|mp-1226456|Cr2Se3|*OH2|H2 O1|-0.045|1|-2|-1|0.016|
random2111312|616969ee96055b128675166c|Sc8Cd24H2O|mp-30494|ScCd3|*OH2|H2 O1|-0.063|1|0|1|0.125|
random1327863|61696a0196055b1286751744|Zr16Ga32H2O|mp-30683|ZrGa2|*OH2|H2 O1|-0.104|0|1|1|0.250|
random712801|61696a0496055b128675177f|Nb18Si36H2O|mp-2478|NbSi2|*OH2|H2 O1|-0.080|2|1|2|0.145|
random1940211|61696a0796055b12867517b0|Y16Cu80H2O|mp-2797|YCu5|*OH2|H2 O1|-0.425|1|0|1|0.208|
random1610055|61696a109230052296926a2c|V18H2S36O|mp-1013525|VS2|*OH2|H2 O1|1.407|1|0|1|0.500|
random1798814|61696b519230052296926afb|Al48Cu24H2O|mp-998|Al2Cu|*OH2|H2 O1|-0.447|2|1|0|0.026|
random1406646|61696b529230052296926b07|Te64H2Cl32O|mp-1208308|Te2Cl|*OH2|H2 O1|-2.029|0|2|1|0.058|
random1204500|61696b599230052296926b31|Y12H2Se24O|mp-1232213|YSe2|*OH2|H2 O1|-1.005|1|2|0|0.013|
random1872330|61696b5996055b12867519bd|Y16Ni8H2Ru24O|mp-1216057|Y2NiRu3|*OH2|H2 O1|-0.779|2|0|-1|0.031|
random1750301|61696b5b96055b12867519fb|In32H2Ir16O|mp-22812|In2Ir|*OH2|H2 O1|-0.128|1|0|0|0.125|
random1780780|61696b5d9230052296926b76|Sr64Bi32H2O|mp-29619|Sr2Bi|*OH2|H2 O1|-0.236|2|2|1|0.017|
random628548|61696b699230052296926bf1|Mo27H2S54O|mp-1434|MoS2|*OH2|H2 O1|-1.711|2|1|-1|0.056|
random529847|61696b7996055b1286751a17|Sc32Ga16H2Ir16O|mp-972899|Sc2GaIr|*OH2|H2 O1|-0.030|1|1|0|0.125|
random2163005|61696b7c9230052296926c99|Hf32Al32Mo32H2O|mp-1224402|HfAlMo|*OH2|H2 O1|-2.176|1|2|1|0.052|
random1284273|61696b849230052296926d2e|Ta48H2N24O|mp-1079438|Ta2N|*OH2|H2 O1|-0.658|1|0|0|0.167|
random1865018|61696b8a96055b1286751b22|Sc36H2O|mp-67|Sc|*OH2|H2 O1|0.084|1|0|0|0|
random828351|61696b8a9230052296926d80|Ca24Al24H2N40O|mp-1029921|Ca3Al3N5|*OH2|H2 O1|-3.851|2|-2|-1|0.088|
random1058938|61696b959230052296926e24|Tl24H2S4O|mp-755169|Tl6S|*OH2|H2 O1|-0.101|1|0|1|0.280|
random1579549|61696b9a9230052296926e7c|Cu48Si16H2O|mp-867317|Cu3Si|*OH2|H2 O1|-0.302|1|0|0|0.251|
random1043777|61696ba396055b1286751c77|Nb12Ni32Ge14H2O|mp-672653|Nb6Ni16Ge7|*OH2|H2 O1|-0.623|1|0|0|0.142|
random520501|61696bac96055b1286751cd8|Hf20Zn20H2Ir40O|mp-864798|HfZnIr2|*OH2|H2 O1|-0.281|2|2|1|0.025|
random1423212|61696bad9230052296926f12|Hf24V24P24H2O|mp-1095442|HfVP|*OH2|H2 O1|-0.836|1|1|1|0.406|
random835408|61696bb09230052296926f54|Co64H2N32O|mp-22631|Co2N|*OH2|H2 O1|0.897|1|1|0|0.068|
random1292761|61696bb396055b1286751d47|Tl30Sb10H2O|mp-1187486|Tl3Sb|*OH2|H2 O1|-0.137|2|2|1|0.050|
random1933245|61696bbc96055b1286751ddd|Y24H2Au24O|mp-11261|YAu|*OH2|H2 O1|-0.551|1|1|1|0.083|
random1965816|61696bc09230052296927026|Cs40H2S20O|mp-540703|Cs2S|*OH2|H2 O1|-0.470|1|2|2|0.036|
random1739190|61696bc49230052296927050|Ta34Al24H2O|mp-1194073|Ta17Al12|*OH2|H2 O1|-0.567|1|0|0|0.157|
random1365086|61696bc79230052296927086|Si16H2S64O|mp-1080657|SiS4|*OH2|H2 O1|0.477|1|2|0|0.079|
random1983662|61696bd696055b1286751e60|Ca32H98Os16O|mp-1207196|Ca2H6Os|*OH2|H2 O1|-2.178|2|1|1|0.033|
random1525322|61696bd696055b1286751e61|Rb8Sb16H2Se32O|mp-9798|Rb(SbSe2)2|*OH2|H2 O1|-0.100|2|-2|1|0.031|
random1272674|61696bd696055b1286751e67|Ti48H2Au48O|mp-998985|TiAu|*OH2|H2 O1|-1.709|0|1|1|0|
random475781|61696bd992300522969271a2|Sc24Sn8H2O|mp-1186976|Sc3Sn|*OH2|H2 O1|-0.773|2|1|1|0.250|
random1290643|61696be196055b1286751f2d|Y18In18H2Pd18O|mp-1087485|YInPd|*OH2|H2 O1|-0.754|2|0|1|0.139|
random2078108|61696be59230052296927269|Zn16H2Rh48O|mp-971779|ZnRh3|*OH2|H2 O1|-0.053|1|1|1|0.062|
random1915490|61696bef96055b1286751fcc|Al32H2Pt96O|mp-1080448|AlPt3|*OH2|H2 O1|-0.052|1|0|0|0.110|
random1674220|61696c059230052296927448|Ti24Mo24P48H2O|mp-1216678|TiMoP2|*OH2|H2 O1|-0.625|2|2|1|0.031|
random2175661|61696c0996055b12867520f2|Ti18H2Pd18O|mp-1056985|TiPd|*OH2|H2 O1|-0.044|0|0|1|0.250|
random1707902|61696c1496055b1286752131|Ta96H2N48O|mp-1079438|Ta2N|*OH2|H2 O1|-4.507|1|0|1|0.167|
random1901430|61696c1a92300522969275c3|Zn16Co32H2S64O|mvc-98|Zn(CoS2)2|*OH2|H2 O1|-0.459|1|0|0|0.054|
random2255953|61696c1d9230052296927604|Cd12H2Pt36O|mp-1067236|CdPt3|*OH2|H2 O1|-0.149|1|2|2|0.062|
random1940839|61696c28923005229692767d|Ca32Ge16H2Pd32O|mp-1078326|Ca2GePd2|*OH2|H2 O1|-1.533|2|1|2|0.088|
random2201501|61696c2d92300522969276da|Ca64Sn16H2N64O|mp-1029681|Ca4SnN4|*OH2|H2 O1|-3.930|2|0|1|0.115|
random2355859|61696c2f9230052296927704|Sr16Te16H2O|mp-1958|SrTe|*OH2|H2 O1|-0.734|1|1|0|0.125|
random1223304|61696c3096055b12867522b1|V48H2Ir48O|mp-1079582|VIr|*OH2|H2 O1|-0.625|2|2|1|0.042|
random1007083|61696d6996055b12867522ef|V36H2Ru36O|mp-991544|VRu|*OH2|H2 O1|1.081|2|1|0|0.083|
random610613|61696d6d96055b1286752338|Fe16Te32H2O|mp-19880|FeTe2|*OH2|H2 O1|-0.384|1|0|0|0.250|
random2013145|61696d6e96055b128675234f|Ti12Zn12Co24H2O|mp-865898|TiZnCo2|*OH2|H2 O1|-1.877|1|1|1|0.042|
random1738541|61696d75923005229692787b|Sc32Si64H2W48O|mp-1202662|Sc2Si4W3|*OH2|H2 O1|-0.668|1|1|2|0.017|
random581901|61696d769230052296927893|Ca8Tl24H2O|mp-526|CaTl3|*OH2|H2 O1|-0.023|1|0|0|0.250|
random605293|61696d8996055b128675247c|Mn16H2Ru48O|mp-865045|MnRu3|*OH2|H2 O1|-0.323|1|1|0|0.123|
random2241610|61696d8a96055b1286752495|Zn24H2Pd24O|mp-1652|ZnPd|*OH2|H2 O1|-0.076|1|1|1|0.083|
random1747860|61696d8e96055b12867524ef|Sn32H2Ir32O|mp-20033|SnIr|*OH2|H2 O1|-0.168|1|1|0|0.250|
random787868|61696d9096055b1286752515|Te64H2Os32O|mp-2142|Te2Os|*OH2|H2 O1|-0.464|1|0|0|0.064|
random818564|61696d9096055b1286752524|Cs8H2O|mp-1183694|Cs|*OH2|H2 O1|-0.363|1|0|0|0.250|
random1394816|61696d9596055b128675259c|Zn18H2Pt54O|mp-30856|ZnPt3|*OH2|H2 O1|-0.053|2|1|0|0.083|
random804370|61696da196055b12867525e4|Ti32Sn16H2O|mp-30875|Ti2Sn|*OH2|H2 O1|-0.705|1|0|0|0.500|
random2382216|61696da79230052296927a2e|Mn32Ge64H2O|mp-1094140|MnGe2|*OH2|H2 O1|0.369|1|0|0|0.250|
random2181466|61696daa96055b1286752680|K16Mn16P16H2O|mp-20422|KMnP|*OH2|H2 O1|-0.437|1|1|2|0.250|
random2137962|61696dab9230052296927a7b|Ca16Te16H2O|mp-1519|CaTe|*OH2|H2 O1|-0.426|1|0|0|0.250|
random598422|61696db09230052296927ad3|Ge24H2S24O|mp-12910|GeS|*OH2|H2 O1|-0.082|1|1|0|0|
random1244846|61696db096055b12867526ef|Sr30Ge18H2O|mp-17757|Sr5Ge3|*OH2|H2 O1|-0.552|2|1|1|0.024|
random2261708|61696dc796055b128675284a|H2Pt40Se32O|mp-29767|Pt5Se4|*OH2|H2 O1|-0.032|1|0|0|0.409|
random738337|61696dd69230052296927bf2|Mn54Ga18H2N18O|mp-627439|Mn3GaN|*OH2|H2 O1|-0.082|1|0|0|0.250|
random1781112|61696dde9230052296927c77|Na8P40H2O|mp-31086|NaP5|*OH2|H2 O1|-0.969|1|1|1|0.223|
random1438631|61696dfc96055b1286752b0c|Sb48H2S36N24O|mp-1245848|Sb4S3N2|*OH2|H2 O1|-0.555|1|0|-2|0.083|
random1246459|61696e0f96055b1286752be0|Cr72Si24H2O|mp-729|Cr3Si|*OH2|H2 O1|-0.811|2|1|0|0.125|
random1505020|61696e1096055b1286752bfb|Sb48H2Au24O|mp-738|Sb2Au|*OH2|H2 O1|0.102|2|1|0|0.104|
random1048798|61696e1596055b1286752c46|Sc36Cu36H2O|mp-1169|ScCu|*OH2|H2 O1|-0.670|2|1|0|0.083|
random1186846|61696e1a9230052296927f20|Hf48Al72H2O|mp-846|Hf2Al3|*OH2|H2 O1|-2.126|1|2|1|0.042|
random1361182|61696e1d9230052296927f4d|Ti32Tc16H2Ru16O|mp-865650|Ti2TcRu|*OH2|H2 O1|-2.919|1|0|0|0.125|
random1820167|61696e3896055b1286752cfc|Sr16Si8H2S32O|mp-1104926|Sr2SiS4|*OH2|H2 O1|-0.702|1|1|-2|0.065|
random1316573|61696e4096055b1286752d97|Fe24H2Rh24O|mp-1918|FeRh|*OH2|H2 O1|-2.711|1|1|0|0.250|
random1486769|61696e5196055b1286752ea1|Y32H2Ir32O|mp-30746|YIr|*OH2|H2 O1|-0.568|2|1|1|0.125|
random1479859|61696fb1923005229692822f|Ca32H2Pb16O|mp-30478|Ca2Pb|*OH2|H2 O1|-0.655|2|1|1|0.058|
random1246416|61696fd292300522969283b2|Y96Ni32H2O|mp-1105633|Y3Ni|*OH2|H2 O1|-2.285|2|0|1|0.086|
random1545165|61696fd896055b12867530fb|Ti18H2S36O|mp-2156|TiS2|*OH2|H2 O1|-0.489|2|1|0|0.056|
random2081509|61696fdb96055b1286753132|V32Cr16H2Ru16O|mp-865494|V2CrRu|*OH2|H2 O1|-0.405|1|1|0|0.125|
random2235068|61696fe2923005229692845d|Te48H2Pt36O|mp-8628|Te4Pt3|*OH2|H2 O1|-1.382|1|0|0|0.167|
random2133282|61696ff596055b1286753156|Ca24H2Pb8O|mp-1080376|Ca3Pb|*OH2|H2 O1|-0.811|1|1|0|0.125|
random656595|61697012923005229692863d|Ni16As32H2O|mp-505510|NiAs2|*OH2|H2 O1|-0.020|1|1|1|0.024|
random2266663|6169702296055b1286753415|Ta16Te64H2Rh16O|mp-1190788|TaTe4Rh|*OH2|H2 O1|-0.026|2|1|1|0.396|
random923259|6169702792300522969286b8|Hf30Ga6Sn18H2O|mp-1189978|Hf5GaSn3|*OH2|H2 O1|-2.545|2|0|1|0.032|
random2049844|616970329230052296928750|Tl16Ni24H2S16O|mp-554212|Tl2Ni3S2|*OH2|H2 O1|-0.091|2|0|-1|0.182|
random1866372|616970349230052296928775|Sc32Zn32H2Pt32O|mp-1077722|ScZnPt|*OH2|H2 O1|-0.780|2|0|1|0.062|
random1786880|6169703a92300522969287db|Nb5Cu15Te20H2O|mp-991676|NbCu3Te4|*OH2|H2 O1|-0.751|2|2|1|0.174|
random1659773|616970579230052296928949|Te72Mo18H2W18O|mp-1029256|Te4MoW|*OH2|H2 O1|-0.054|1|0|1|0.803|
random1774006|6169705a9230052296928984|Sr24Bi8H2N8O|mp-570008|Sr3BiN|*OH2|H2 O1|-0.134|1|0|0|0.250|
random2268458|6169706096055b12867535d7|K40Te24H2O|mp-644|K5Te3|*OH2|H2 O1|-0.561|1|1|2|0.235|
random1540183|6169707596055b12867536fd|K32Cd16Sn16H2O|mp-1079679|K2CdSn|*OH2|H2 O1|-0.366|2|1|0|0.032|
random1197550|6169707796055b1286753715|Zr30Ag6Sb18H2O|mp-1190110|Zr5AgSb3|*OH2|H2 O1|-0.628|1|1|1|0.005|
random530467|6169707796055b128675371b|Mn54As36H2O|mp-28916|Mn3As2|*OH2|H2 O1|-0.044|2|0|1|0.074|
random1360579|6169708096055b12867537be|Sc32Te32H2O|mp-10026|ScTe|*OH2|H2 O1|-0.599|1|1|0|0.250|
random1725146|6169709596055b12867538df|K36Hg12H2O|mp-983388|K3Hg|*OH2|H2 O1|-0.460|1|1|1|0.125|
random1521292|6169709896055b1286753924|K40Bi32H2O|mp-1205955|K5Bi4|*OH2|H2 O1|-0.442|2|1|1|0.062|
random1191614|6169709996055b128675393d|Tl48H2S8O|mp-755169|Tl6S|*OH2|H2 O1|-0.294|1|0|0|0.175|
random1623226|6169709a96055b1286753954|Nb36H2C18O|mp-2318|Nb2C|*OH2|H2 O1|-3.002|2|1|0|0.056|
random1358090|6169709e96055b1286753994|Sb24H2Pb16S52O|mp-27907|Sb6Pb4S13|*OH2|H2 O1|-0.226|1|0|1|0.319|
random181538|616970a596055b12867539fa|Na16Al16Ge16H2O|mp-7400|NaAlGe|*OH2|H2 O1|-0.433|2|0|1|0.144|
random1935369|616970ba96055b1286753b59|Tl12Cu72H2S48O|mp-557929|Tl(Cu3S2)2|*OH2|H2 O1|-0.086|1|0|2|0.137|
random2336732|6169721496055b1286753be9|Na8H2Pd24O|mp-976971|NaPd3|*OH2|H2 O1|-0.478|1|0|1|0.125|
random1636183|616972199230052296928d80|Ca16Ni16Ge32H2O|mp-13512|CaNiGe2|*OH2|H2 O1|-0.859|0|1|0|0.214|
random2345507|6169722a96055b1286753ca6|Al36Fe12Si24H2O|mp-1228467|Al3FeSi2|*OH2|H2 O1|-0.247|2|1|1|0.077|
random2266468|6169723196055b1286753d29|Al36Si36Mo36H2O|mp-1228015|AlSiMo|*OH2|H2 O1|-0.591|2|1|0|0.142|
random457309|6169724596055b1286753e29|H2Rh48Se96O|mp-1192175|RhSe2|*OH2|H2 O1|-0.098|0|0|1|0.099|
random1184282|6169724796055b1286753e54|Al64Cu32H2O|mp-998|Al2Cu|*OH2|H2 O1|-0.003|1|0|2|0.039|
random1639915|6169725096055b1286753f2a|Y16Tc32H2O|mp-1102030|YTc2|*OH2|H2 O1|-2.154|1|0|0|0.257|
random766866|6169725b9230052296929006|Nb36H2Pt36O|mp-999376|NbPt|*OH2|H2 O1|-0.674|0|1|2|0|
random752694|6169725f9230052296929042|Zr24Al36Ni12H2O|mp-1215477|Zr2Al3Ni|*OH2|H2 O1|-1.684|1|0|-1|0.104|
random1544564|6169726e9230052296929167|Y36Ge24H2Rh24O|mp-1207848|Y3(GeRh)2|*OH2|H2 O1|-0.150|1|2|1|0.025|
random1727250|6169727196055b1286754057|Co16Sb16H2S16O|mp-4962|CoSbS|*OH2|H2 O1|-0.462|2|0|1|0.218|
